"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB"
"L";;;1;0;"GEM";"15086080";"Jerichow, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0
"Z";"06.09.2026";"20:35:10";13;11;"GEM";"15086080";"Jerichow, Stadt";"";3934;2722;26;2696;411;1509;170;211;49;108;39;1;24;8;2;6;150;4;4;33;2689;538;1553;169;172;54;53;;;;;;;104;;;46
"Z";"06.09.2026";"20:34:07";28;9;"GEM";"15086140";"Möckern, Stadt";"U";3309;1876;26;1850;273;1001;154;117;48;89;32;4;17;11;4;12;80;1;7;26;1850;313;985;182;88;60;53;66;;;;;;66;;;37
"L";;;2;0;"GEM";"15086140";"Möckern, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;0
"Z";"06.09.2026";"20:34:07";30;9;"GEM";"15086140";"Möckern, Stadt";"";3309;1876;26;1850;273;1001;154;117;48;89;32;4;17;11;4;12;80;1;7;26;1850;313;985;182;88;60;53;66;;;;;;66;;;37
"Z";"06.09.2026";"20:05:35";7;1;"GEM";"15086145";"Möser";"U";194;124;3;121;23;44;16;16;1;10;1;0;3;0;0;0;5;0;2;2;122;28;40;13;12;3;8;10;;;;;;6;;;2
"L";;;2;0;"GEM";"15086145";"Möser";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;0
"Z";"06.09.2026";"20:05:35";9;1;"GEM";"15086145";"Möser";"";194;124;3;121;23;44;16;16;1;10;1;0;3;0;0;0;5;0;2;2;122;28;40;13;12;3;8;10;;;;;;6;;;2
"V";"06.09.2026";"20:03:53";1;1;"GEM";"15087010";"Ahlsdorf";"U";1259;745;6;739;96;473;40;37;18;19;2;0;6;1;2;2;40;1;2;9;736;115;480;57;38;28;13;;;;;;;;5;;
"V";"06.09.2026";"20:24:15";1;1;"GEM";"15087010";"Ahlsdorf";"B";0;268;2;266;75;83;26;28;13;10;5;0;3;2;1;0;16;4;0;2;266;76;96;44;23;16;4;;;;;;;;7;;
"V";"06.09.2026";"20:24:15";2;2;"GEM";"15087010";"Ahlsdorf";"";1259;1013;8;1005;171;556;66;65;31;29;7;0;9;3;3;2;56;5;2;11;1002;191;576;101;61;44;17;;;;;;;;12;;
"V";"06.09.2026";"20:35:28";14;14;"GEM";"15087015";"Allstedt, Stadt";"U";6258;3788;46;3742;555;2139;234;232;81;111;26;3;47;18;7;20;215;46;8;58;3730;652;2241;299;241;104;62;;;;;;;;131;;
"L";;;1;0;"GEM";"15087015";"Allstedt, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;
"Z";"06.09.2026";"20:35:28";15;14;"GEM";"15087015";"Allstedt, Stadt";"";6258;3788;46;3742;555;2139;234;232;81;111;26;3;47;18;7;20;215;46;8;58;3730;652;2241;299;241;104;62;;;;;;;;131;;
"V";"06.09.2026";"19:47:29";12;12;"GEM";"15087031";"Arnstein, Stadt";"U";5217;3357;47;3310;504;1943;215;184;46;97;22;5;21;12;6;24;176;49;6;48;3309;523;1909;254;176;57;58;;;;;;;191;141;;
"L";;;1;0;"GEM";"15087031";"Arnstein, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;
"Z";"06.09.2026";"19:47:29";13;12;"GEM";"15087031";"Arnstein, Stadt";"";5217;3357;47;3310;504;1943;215;184;46;97;22;5;21;12;6;24;176;49;6;48;3309;523;1909;254;176;57;58;;;;;;;191;141;;
"V";"06.09.2026";"20:05:40";1;1;"GEM";"15087045";"Benndorf";"U";1614;820;13;807;126;451;70;51;16;27;4;0;9;8;0;6;34;3;2;16;804;158;469;82;51;22;10;;;;;;;;12;;
"V";"06.09.2026";"20:02:11";1;1;"GEM";"15087045";"Benndorf";"B";0;259;1;258;68;86;26;34;3;8;0;0;3;1;1;0;21;6;1;4;255;80;89;38;22;8;7;;;;;;;;11;;
"V";"06.09.2026";"20:05:40";2;2;"GEM";"15087045";"Benndorf";"";1614;1079;14;1065;194;537;96;85;19;35;4;0;12;9;1;6;55;9;3;20;1059;238;558;120;73;30;17;;;;;;;;23;;
"V";"06.09.2026";"19:45:24";3;3;"GEM";"15087055";"Berga";"U";1335;779;9;770;113;470;38;38;14;17;11;2;12;2;2;4;44;3;0;11;768;160;485;55;25;23;11;;;;;;;;9;;
"V";"06.09.2026";"19:38:06";1;1;"GEM";"15087055";"Berga";"B";0;272;2;270;84;85;15;37;9;15;1;1;2;0;0;0;21;0;0;3;269;102;86;21;25;17;13;;;;;;;;5;;
"V";"06.09.2026";"19:45:24";4;4;"GEM";"15087055";"Berga";"";1335;1051;11;1040;197;555;53;75;23;32;12;3;14;2;2;4;65;3;0;14;1037;262;571;76;50;40;24;;;;;;;;14;;
"V";"06.09.2026";"19:25:34";1;1;"GEM";"15087070";"Blankenheim";"U";942;594;2;592;83;357;40;31;18;10;7;0;8;2;1;5;25;3;2;4;590;106;371;45;29;23;4;;;;;;;;12;;
"L";;;1;0;"GEM";"15087070";"Blankenheim";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;
"Z";"06.09.2026";"19:25:34";2;1;"GEM";"15087070";"Blankenheim";"";942;594;2;592;83;357;40;31;18;10;7;0;8;2;1;5;25;3;2;4;590;106;371;45;29;23;4;;;;;;;;12;;
"V";"06.09.2026";"19:27:43";1;1;"GEM";"15087075";"Bornstedt";"U";635;395;7;388;46;237;22;29;6;9;7;0;7;0;2;2;19;0;2;8;387;59;246;30;29;17;4;;;;;;;;2;;
"V";"06.09.2026";"18:39:43";1;1;"GEM";"15087075";"Bornstedt";"B";0;105;1;104;36;30;8;18;1;4;1;0;3;1;0;1;1;0;0;2;103;44;29;10;13;5;2;;;;;;;;0;;
"V";"06.09.2026";"19:27:43";2;2;"GEM";"15087075";"Bornstedt";"";635;500;8;492;82;267;30;47;7;13;8;0;10;1;2;3;20;0;2;10;490;103;275;40;42;22;6;;;;;;;;2;;
"V";"06.09.2026";"19:38:40";2;2;"GEM";"15087101";"Brücken-Hackpfüffel";"U";810;577;9;568;100;316;39;39;9;17;1;2;9;3;1;3;25;1;3;9;568;123;328;51;35;13;10;;;;;;;;8;;
"V";"06.09.2026";"20:14:04";1;1;"GEM";"15087101";"Brücken-Hackpfüffel";"B";0;79;0;79;16;24;6;16;1;10;1;0;1;0;0;0;4;0;0;0;79;20;25;12;11;1;10;;;;;;;;0;;
"V";"06.09.2026";"20:14:04";3;3;"GEM";"15087101";"Brücken-Hackpfüffel";"";810;656;9;647;116;340;45;55;10;27;2;2;10;3;1;3;29;1;3;9;647;143;353;63;46;14;20;;;;;;;;8;;
"V";"06.09.2026";"19:57:52";1;1;"GEM";"15087125";"Edersleben";"U";771;496;5;491;98;251;44;28;9;16;3;1;7;2;0;3;27;1;1;7;489;127;262;47;19;19;9;;;;;;;;6;;
"V";"06.09.2026";"19:50:20";1;1;"GEM";"15087125";"Edersleben";"B";0;148;1;147;26;70;9;7;3;9;2;0;1;0;2;2;15;1;0;1;147;35;76;12;10;5;4;;;;;;;;5;;
"V";"06.09.2026";"19:57:52";2;2;"GEM";"15087125";"Edersleben";"";771;644;6;638;124;321;53;35;12;25;5;1;8;2;2;5;42;2;1;8;636;162;338;59;29;24;13;;;;;;;;11;;
"Z";"06.09.2026";"20:14:21";21;19;"GEM";"15087130";"Eisleben, Lutherstadt";"U";14686;8228;103;8125;1140;4834;532;468;187;272;59;10;82;38;15;44;400;30;14;123;8105;1500;5002;731;404;244;128;;;;;;;;96;;
"V";"06.09.2026";"20:23:02";3;3;"GEM";"15087130";"Eisleben, Lutherstadt";"B";0;3009;22;2987;710;939;347;351;99;216;25;2;29;16;10;17;201;22;3;35;2974;964;977;459;258;138;109;;;;;;;;69;;
"Z";"06.09.2026";"20:23:02";24;22;"GEM";"15087130";"Eisleben, Lutherstadt";"";14686;11237;125;11112;1850;5773;879;819;286;488;84;12;111;54;25;61;601;52;17;158;11079;2464;5979;1190;662;382;237;;;;;;;;165;;
"V";"06.09.2026";"20:07:34";14;14;"GEM";"15087165";"Gerbstedt, Stadt";"U";5599;3328;50;3278;435;2041;177;167;71;119;17;4;26;20;5;15;159;15;7;64;3264;536;2116;261;150;108;57;;;;;;;;36;;
"V";"06.09.2026";"20:09:45";1;1;"GEM";"15087165";"Gerbstedt, Stadt";"B";0;1040;3;1037;282;363;112;98;28;60;14;0;9;7;2;4;49;6;3;11;1029;331;378;149;73;48;41;;;;;;;;9;;
"V";"06.09.2026";"20:09:45";15;15;"GEM";"15087165";"Gerbstedt, Stadt";"";5599;4368;53;4315;717;2404;289;265;99;179;31;4;35;27;7;19;208;21;10;75;4293;867;2494;410;223;156;98;;;;;;;;45;;
"Z";"06.09.2026";"20:12:10";2;1;"GEM";"15087205";"Helbra";"U";1509;956;12;944;145;577;62;48;17;17;7;0;10;1;5;4;48;1;2;11;945;171;606;83;41;23;13;;;;;;;;8;;
"V";"06.09.2026";"19:53:53";1;1;"GEM";"15087205";"Helbra";"B";0;650;0;650;219;185;62;74;9;28;6;0;8;5;2;4;43;5;0;4;646;256;203;93;53;14;18;;;;;;;;9;;
"Z";"06.09.2026";"20:12:10";3;2;"GEM";"15087205";"Helbra";"";1509;1606;12;1594;364;762;124;122;26;45;13;0;18;6;7;8;91;6;2;15;1591;427;809;176;94;37;31;;;;;;;;17;;
"V";"06.09.2026";"19:35:55";1;1;"GEM";"15087210";"Hergisdorf";"U";1233;649;2;647;113;379;38;34;17;9;11;0;7;1;3;3;30;1;1;2;647;133;387;54;31;32;8;;;;;;;;2;;
"V";"06.09.2026";"19:40:20";1;1;"GEM";"15087210";"Hergisdorf";"B";0;262;1;261;68;103;15;30;11;8;3;1;1;1;0;1;18;0;1;1;261;86;106;28;21;12;7;;;;;;;;1;;
"V";"06.09.2026";"19:40:20";2;2;"GEM";"15087210";"Hergisdorf";"";1233;911;3;908;181;482;53;64;28;17;14;1;8;2;3;4;48;1;2;3;908;219;493;82;52;44;15;;;;;;;;3;;
"Z";"06.09.2026";"20:15:19";12;11;"GEM";"15087220";"Hettstedt, Stadt";"U";8995;5117;53;5064;706;3066;359;278;103;143;29;8;37;17;6;19;248;31;14;72;5045;817;3195;518;237;152;66;;;;;;;;60;;
"V";"06.09.2026";"19:49:56";3;3;"GEM";"15087220";"Hettstedt, Stadt";"B";0;1616;2;1614;416;540;192;179;44;71;8;1;12;5;3;11;106;23;3;11;1605;446;572;310;133;51;45;;;;;;;;48;;
"Z";"06.09.2026";"20:15:19";15;14;"GEM";"15087220";"Hettstedt, Stadt";"";8995;6733;55;6678;1122;3606;551;457;147;214;37;9;49;22;9;30;354;54;17;83;6650;1263;3767;828;370;203;111;;;;;;;;108;;
"V";"06.09.2026";"19:26:57";5;5;"GEM";"15087250";"Kelbra (Kyffhäuser), Stadt";"U";2683;1508;20;1488;238;823;98;96;39;66;14;0;24;2;3;7;68;8;2;18;1490;314;848;133;87;53;34;;;;;;;;21;;
"V";"06.09.2026";"19:00:22";1;1;"GEM";"15087250";"Kelbra (Kyffhäuser), Stadt";"B";0;550;5;545;105;192;72;55;16;43;9;0;13;4;0;0;28;5;3;8;542;151;203;79;43;30;28;;;;;;;;8;;
"V";"06.09.2026";"19:26:57";6;6;"GEM";"15087250";"Kelbra (Kyffhäuser), Stadt";"";2683;2058;25;2033;343;1015;170;151;55;109;23;0;37;6;3;7;96;13;5;26;2032;465;1051;212;130;83;62;;;;;;;;29;;
"V";"06.09.2026";"20:06:51";1;1;"GEM";"15087260";"Klostermansfeld";"U";1841;1108;7;1101;200;620;76;64;26;38;10;0;9;2;0;2;51;2;1;11;1097;254;638;104;47;35;8;;;;;;;;11;;
"V";"06.09.2026";"19:00:24";1;1;"GEM";"15087260";"Klostermansfeld";"B";0;326;1;325;102;91;31;30;19;29;0;1;2;1;0;2;10;6;1;3;323;128;96;47;12;17;15;;;;;;;;8;;
"V";"06.09.2026";"20:06:51";2;2;"GEM";"15087260";"Klostermansfeld";"";1841;1434;8;1426;302;711;107;94;45;67;10;1;11;3;0;4;61;8;2;14;1420;382;734;151;59;52;23;;;;;;;;19;;
"Z";"06.09.2026";"20:00:08";16;13;"GEM";"15087275";"Mansfeld, Stadt";"U";4227;2682;24;2658;399;1584;190;136;58;72;26;4;16;7;6;8;108;39;5;34;2648;459;1640;247;113;79;46;;;;;;;;64;;
"V";"06.09.2026";"20:20:15";1;1;"GEM";"15087275";"Mansfeld, Stadt";"B";0;1313;6;1307;349;412;100;135;34;76;22;0;18;9;2;9;91;46;4;14;1299;419;450;151;92;39;53;;;;;;;;95;;
"Z";"06.09.2026";"20:20:15";17;14;"GEM";"15087275";"Mansfeld, Stadt";"";4227;3995;30;3965;748;1996;290;271;92;148;48;4;34;16;8;17;199;85;9;48;3947;878;2090;398;205;118;99;;;;;;;;159;;
"Z";"06.09.2026";"20:19:45";28;27;"GEM";"15087370";"Sangerhausen, Stadt";"U";19340;10597;137;10460;1684;5711;759;729;198;421;71;17;102;61;26;64;554;34;29;161;10436;2415;5931;966;533;311;189;;;;;;;;91;;
"Z";"06.09.2026";"20:23:54";5;4;"GEM";"15087370";"Sangerhausen, Stadt";"B";0;3085;20;3065;893;796;337;396;103;221;18;3;30;18;6;19;190;21;14;31;3054;1287;807;426;223;152;107;;;;;;;;52;;
"Z";"06.09.2026";"20:23:54";33;31;"GEM";"15087370";"Sangerhausen, Stadt";"";19340;13682;157;13525;2577;6507;1096;1125;301;642;89;20;132;79;32;83;744;55;43;192;13490;3702;6738;1392;756;463;296;;;;;;;;143;;
"Z";"06.09.2026";"20:18:26";13;12;"GEM";"15087386";"Seegebiet Mansfelder Land";"U";6577;4181;51;4130;476;2537;278;213;95;150;37;8;54;14;11;15;216;22;4;65;4116;663;2589;387;186;133;53;;;;;;;;105;;
"L";;;1;0;"GEM";"15087386";"Seegebiet Mansfelder Land";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;
"Z";"06.09.2026";"20:18:26";14;12;"GEM";"15087386";"Seegebiet Mansfelder Land";"";6577;4181;51;4130;476;2537;278;213;95;150;37;8;54;14;11;15;216;22;4;65;4116;663;2589;387;186;133;53;;;;;;;;105;;
"Z";"06.09.2026";"19:50:04";16;13;"GEM";"15087412";"Südharz";"U";3875;2484;26;2458;414;1401;175;147;52;79;20;2;21;10;3;5;121;6;2;28;2456;543;1460;191;110;76;55;;;;;;;;21;;
"V";"06.09.2026";"19:31:59";2;2;"GEM";"15087412";"Südharz";"B";0;1271;6;1265;341;369;165;136;38;89;13;2;10;5;4;3;74;8;8;13;1258;446;377;190;91;66;72;;;;;;;;16;;
"Z";"06.09.2026";"19:50:04";18;15;"GEM";"15087412";"Südharz";"";3875;3755;32;3723;755;1770;340;283;90;168;33;4;31;15;7;8;195;14;10;41;3714;989;1837;381;201;142;127;;;;;;;;37;;
"V";"06.09.2026";"19:35:55";4;4;"GEM";"15087440";"Wallhausen";"U";1991;1204;11;1193;169;687;64;70;22;46;8;2;18;4;3;14;75;4;7;22;1182;244;715;98;50;27;24;;;;;;;;24;;
"V";"06.09.2026";"19:17:09";1;1;"GEM";"15087440";"Wallhausen";"B";0;322;2;320;85;85;36;42;15;22;1;1;2;3;0;1;22;4;1;6;316;113;87;39;31;24;14;;;;;;;;8;;
"V";"06.09.2026";"19:35:55";5;5;"GEM";"15087440";"Wallhausen";"";1991;1526;13;1513;254;772;100;112;37;68;9;3;20;7;3;15;97;8;8;28;1498;357;802;137;81;51;38;;;;;;;;32;;
"V";"06.09.2026";"19:39:53";1;1;"GEM";"15087470";"Wimmelburg";"U";917;493;8;485;67;306;36;30;10;9;3;0;5;0;2;1;16;0;0;9;484;93;309;42;21;15;2;;;;;;;;2;;
"V";"06.09.2026";"19:04:04";1;1;"GEM";"15087470";"Wimmelburg";"B";0;231;1;230;51;68;28;31;5;17;0;0;1;2;0;1;24;2;0;1;230;91;71;38;14;10;1;;;;;;;;5;;
"V";"06.09.2026";"19:39:53";2;2;"GEM";"15087470";"Wimmelburg";"";917;724;9;715;118;374;64;61;15;26;3;0;6;2;2;2;40;2;0;10;714;184;380;80;35;25;3;;;;;;;;7;;
"Z";"06.09.2026";"20:18:48";9;8;"GEM";"15088020";"Bad Dürrenberg, Stadt";"U";7829;4233;34;4199;634;2454;257;238;98;209;41;4;52;10;8;22;158;7;7;33;4200;769;2481;326;199;186;92;;;;;;;147;;;
"L";;;1;0;"GEM";"15088020";"Bad Dürrenberg, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"20:18:48";10;8;"GEM";"15088020";"Bad Dürrenberg, Stadt";"";7829;4233;34;4199;634;2454;257;238;98;209;41;4;52;10;8;22;158;7;7;33;4200;769;2481;326;199;186;92;;;;;;;147;;;
"Z";"06.09.2026";"20:05:51";7;4;"GEM";"15088025";"Bad Lauchstädt, Goethestadt";"U";3192;1892;13;1879;257;1189;75;86;31;81;19;3;22;7;4;7;84;6;8;17;1875;345;1224;107;82;56;33;;;;;;;;28;;
"L";;;2;0;"GEM";"15088025";"Bad Lauchstädt, Goethestadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;
"Z";"06.09.2026";"20:05:51";9;4;"GEM";"15088025";"Bad Lauchstädt, Goethestadt";"";3192;1892;13;1879;257;1189;75;86;31;81;19;3;22;7;4;7;84;6;8;17;1875;345;1224;107;82;56;33;;;;;;;;28;;
"V";"06.09.2026";"19:11:12";1;1;"GEM";"15088030";"Barnstädt";"U";773;449;2;447;77;253;24;27;10;13;7;0;3;1;2;1;28;1;0;3;446;94;261;32;25;19;8;;;;;;;;7;;
"V";"06.09.2026";"19:04:19";1;1;"GEM";"15088030";"Barnstädt";"B";0;169;0;169;45;53;21;15;10;8;1;0;2;1;1;1;11;0;0;0;169;48;55;28;15;13;5;;;;;;;;5;;
"V";"06.09.2026";"19:11:12";2;2;"GEM";"15088030";"Barnstädt";"";773;618;2;616;122;306;45;42;20;21;8;0;5;2;3;2;39;1;0;3;615;142;316;60;40;32;13;;;;;;;;12;;
"Z";"06.09.2026";"19:39:05";10;8;"GEM";"15088065";"Braunsbedra, Stadt";"U";6469;3678;45;3633;568;2127;237;194;78;146;22;7;33;13;10;29;159;0;10;52;3626;730;2227;306;181;111;71;;;;;;;;;;
"L";;;1;0;"GEM";"15088065";"Braunsbedra, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
"Z";"06.09.2026";"19:39:05";11;8;"GEM";"15088065";"Braunsbedra, Stadt";"";6469;3678;45;3633;568;2127;237;194;78;146;22;7;33;13;10;29;159;0;10;52;3626;730;2227;306;181;111;71;;;;;;;;;;
"V";"06.09.2026";"19:53:33";2;2;"GEM";"15088100";"Farnstädt";"U";1216;789;13;776;122;474;49;34;13;17;12;3;10;5;1;2;33;1;0;10;779;135;497;62;35;21;14;;;;;;;;15;;
"V";"06.09.2026";"20:06:29";1;1;"GEM";"15088100";"Farnstädt";"B";0;182;0;182;40;55;20;22;10;15;1;0;2;1;0;0;10;5;1;0;182;48;56;31;24;9;7;;;;;;;;7;;
"V";"06.09.2026";"20:06:29";3;3;"GEM";"15088100";"Farnstädt";"";1216;971;13;958;162;529;69;56;23;32;13;3;12;6;1;2;43;6;1;10;961;183;553;93;59;30;21;;;;;;;;22;;
"Z";"06.09.2026";"20:15:18";5;2;"GEM";"15088150";"Kabelsketal";"U";2812;1591;10;1581;213;910;81;108;36;92;24;4;14;7;2;10;72;2;6;14;1577;284;927;131;84;48;35;;;;;;;68;;;
"L";;;1;0;"GEM";"15088150";"Kabelsketal";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"20:15:18";6;2;"GEM";"15088150";"Kabelsketal";"";2812;1591;10;1581;213;910;81;108;36;92;24;4;14;7;2;10;72;2;6;14;1577;284;927;131;84;48;35;;;;;;;68;;;
"Z";"06.09.2026";"20:34:47";17;14;"GEM";"15088195";"Landsberg, Stadt";"U";8090;4992;47;4945;796;2629;277;335;131;338;49;7;56;11;8;30;258;10;10;63;4929;1070;2639;372;289;186;112;;;;;;;261;;;
"Z";"06.09.2026";"20:27:18";3;2;"GEM";"15088195";"Landsberg, Stadt";"B";0;1557;8;1549;425;428;157;167;54;157;11;1;16;9;4;8;109;2;1;9;1548;546;429;208;130;65;44;;;;;;;126;;;
"Z";"06.09.2026";"20:34:47";20;16;"GEM";"15088195";"Landsberg, Stadt";"";8090;6549;55;6494;1221;3057;434;502;185;495;60;8;72;20;12;38;367;12;11;72;6477;1616;3068;580;419;251;156;;;;;;;387;;;
"V";"06.09.2026";"20:20:47";11;11;"GEM";"15088205";"Leuna, Stadt";"U";11388;5856;42;5814;817;3581;320;309;117;237;41;4;64;24;19;27;239;4;11;59;5797;1119;3646;392;245;169;98;;;;;;;128;;;
"Z";"06.09.2026";"20:25:19";3;1;"GEM";"15088205";"Leuna, Stadt";"B";0;904;4;900;261;335;60;68;21;61;5;2;11;4;4;4;58;3;3;4;900;290;335;75;73;38;25;;;;;;;64;;;
"Z";"06.09.2026";"20:25:19";14;12;"GEM";"15088205";"Leuna, Stadt";"";11388;6760;46;6714;1078;3916;380;377;138;298;46;6;75;28;23;31;297;7;14;63;6697;1409;3981;467;318;207;123;;;;;;;192;;;
"Z";"06.09.2026";"19:55:43";10;7;"GEM";"15088216";"Wettin-Löbejün, Stadt";"U";4464;2743;32;2711;390;1534;146;171;61;177;23;1;34;14;3;18;126;9;4;39;2704;568;1587;191;140;122;65;;;;;;;;31;;
"L";;;2;0;"GEM";"15088216";"Wettin-Löbejün, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;
"Z";"06.09.2026";"19:55:43";12;7;"GEM";"15088216";"Wettin-Löbejün, Stadt";"";4464;2743;32;2711;390;1534;146;171;61;177;23;1;34;14;3;18;126;9;4;39;2704;568;1587;191;140;122;65;;;;;;;;31;;
"Z";"06.09.2026";"20:22:50";21;13;"GEM";"15088220";"Merseburg, Stadt";"U";15818;7792;78;7714;1170;4276;511;493;155;451;47;10;94;24;18;39;383;13;30;110;7682;1625;4480;687;453;262;175;;;;;;;;;;
"Z";"06.09.2026";"20:25:31";7;2;"GEM";"15088220";"Merseburg, Stadt";"B";0;1620;2;1618;462;456;189;165;46;150;15;2;12;6;12;11;82;5;5;12;1608;623;471;242;150;72;50;;;;;;;;;;
"Z";"06.09.2026";"20:25:31";28;15;"GEM";"15088220";"Merseburg, Stadt";"";15818;9412;80;9332;1632;4732;700;658;201;601;62;12;106;30;30;50;465;18;35;122;9290;2248;4951;929;603;334;225;;;;;;;;;;
"Z";"06.09.2026";"20:35:17";11;8;"GEM";"15088235";"Mücheln (Geiseltal), Stadt";"U";3957;2416;29;2387;400;1406;123;147;45;83;22;1;18;3;4;15;108;7;5;37;2379;512;1439;168;123;70;48;;;;;;;;19;;
"L";;;1;0;"GEM";"15088235";"Mücheln (Geiseltal), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;
"Z";"06.09.2026";"20:35:17";12;8;"GEM";"15088235";"Mücheln (Geiseltal), Stadt";"";3957;2416;29;2387;400;1406;123;147;45;83;22;1;18;3;4;15;108;7;5;37;2379;512;1439;168;123;70;48;;;;;;;;19;;
"V";"06.09.2026";"19:37:06";1;1;"GEM";"15088250";"Nemsdorf-Göhrendorf";"U";675;427;5;422;78;244;24;27;9;12;1;0;4;0;0;2;20;1;0;10;417;97;254;30;23;6;5;;;;;;;;2;;
"V";"06.09.2026";"20:21:54";1;1;"GEM";"15088250";"Nemsdorf-Göhrendorf";"B";0;140;3;137;34;39;16;19;4;7;1;0;1;2;0;1;12;0;1;4;136;51;40;25;7;8;1;;;;;;;;4;;
"V";"06.09.2026";"20:21:54";2;2;"GEM";"15088250";"Nemsdorf-Göhrendorf";"";675;567;8;559;112;283;40;46;13;19;2;0;5;2;0;3;32;1;1;14;553;148;294;55;30;14;6;;;;;;;;6;;
"V";"06.09.2026";"20:10:33";2;2;"GEM";"15088265";"Obhausen";"U";1815;1114;16;1098;150;664;73;70;19;39;6;5;7;8;3;4;45;4;1;16;1098;200;685;90;59;32;20;;;;;;;;12;;
"L";;;1;0;"GEM";"15088265";"Obhausen";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;
"Z";"06.09.2026";"20:10:33";3;2;"GEM";"15088265";"Obhausen";"";1815;1114;16;1098;150;664;73;70;19;39;6;5;7;8;3;4;45;4;1;16;1098;200;685;90;59;32;20;;;;;;;;12;;
"Z";"06.09.2026";"20:29:58";11;8;"GEM";"15088295";"Petersberg";"U";4936;3035;32;3003;469;1632;159;180;80;197;27;1;30;11;9;21;176;7;4;37;2998;687;1707;221;137;145;75;;;;;;;0;26;;
"Z";"06.09.2026";"18:56:09";2;1;"GEM";"15088295";"Petersberg";"B";0;98;0;98;33;34;5;10;0;4;2;0;2;1;0;1;5;1;0;0;98;40;36;8;5;2;2;;;;;;;5;0;;
"Z";"06.09.2026";"20:29:58";13;9;"GEM";"15088295";"Petersberg";"";4936;3133;32;3101;502;1666;164;190;80;201;29;1;32;12;9;22;181;8;4;37;3096;727;1743;229;142;147;77;;;;;;;5;26;;
"Z";"06.09.2026";"20:35:13";13;7;"GEM";"15088305";"Querfurt, Stadt";"U";3796;2196;24;2172;245;1355;138;105;50;82;22;1;23;7;2;19;113;5;5;33;2163;345;1391;197;93;74;27;;;;;;;;36;;
"L";;;3;0;"GEM";"15088305";"Querfurt, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;
"Z";"06.09.2026";"20:35:13";16;7;"GEM";"15088305";"Querfurt, Stadt";"";3796;2196;24;2172;245;1355;138;105;50;82;22;1;23;7;2;19;113;5;5;33;2163;345;1391;197;93;74;27;;;;;;;;36;;
